read1_id	read2_id	read1_start	read1_end	read2_start	read2_end
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos125726_127471_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/116898/6587_11203	127875	128568	127869	128188
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065	129209	130874	129301	132317
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos221913_224846_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/141503/0_5113	127632	127886	127642	127765
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos144591_147338_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/144552/1447_5250	129209	130874	129495	129834
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos124899_127471_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/42258/0_3981	127632	127886	127641	127878
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos127931_130532_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/67040/3450_8752	129209	130874	127931	130532
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos127931_130532_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/67040/3450_8752	127875	128568	127931	130532
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos127870_132312_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/84963/0_6368	129209	130874	127870	132316
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos127870_132312_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/84963/0_6368	127875	128568	127870	132316
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos133057_135623_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/149294/412_6772	129209	130874	129991	131590
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos133971_139951_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/10325/3574_9719	129209	130874	129495	129725
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos221681_224849_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/54013/0_5839	127632	127886	127641	127763
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos128626_132312_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72621/5148_17048	129209	130874	128626	132312
pos129209_130874_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/10040/0_4085	pos128626_132312_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72621/5148_17048	127875	128568	127869	128618
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	40406	40586	40248	41792
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180	40406	40586	40403	40577
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748	40406	40586	40248	42023
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos93253_80231_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/136331/0_12753	40406	40586	40404	40583
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/141069/0_4717	40406	40586	40248	41246
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos90593_85265_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/25475/0_5574	40406	40586	40403	40585
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos43912_46819_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/58789/891_14439	40406	40586	40248	41093
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40248_43181_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/66628/0_6713	40406	40586	40248	43181
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40403_46256_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/71023/389_9279	40406	40586	40403	46256
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos32125_35921_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/105806/0_8647	40406	40586	40248	40649
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos89596_84742_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/139765/0_5146	40406	40586	40403	40586
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos92920_88869_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/159330/0_4665	40406	40586	40403	40509
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos93686_85904_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/16138/392_8853	40406	40586	40405	40585
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos87196_80814_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/25889/0_9564	40406	40586	40408	40586
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40248_43976_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/29707/2599_7619	40406	40586	40248	43976
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40248_47119_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/3534/0_8715	40406	40586	40248	47119
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37733_38877_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/74725/4615_20489	40406	40586	40346	41213
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40248_44152_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/11100/0_4024	40406	40586	40248	44152
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos31517_35921_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18826/207_13063	40406	40586	40263	44322
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40248_48992_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/20115/0_11611	40406	40586	40248	48992
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37733_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/27080/0_12255	40406	40586	40248	42668
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos89523_78654_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/52961/0_11327	40406	40586	40403	40586
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40248_53329_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/57963/1816_16296	40406	40586	40248	53329
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos40250_47490_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/65216/268_9629	40406	40586	40250	47490
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37740_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67494/393_7193	40406	40586	40248	41892
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos37738_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/79545/0_8231	40406	40586	40248	40655
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos88636_86422_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/8028/4027_15543	40406	40586	40403	40586
pos93909_87484_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/101693/0_6545	pos89812_86011_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/80369/5428_9388	40406	40586	40429	40586
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos266808_269338_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/117742/6610_9680	267497	269253	266808	269338
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307	269251	276197	264452	270773
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307	267497	269253	264452	270773
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307	326715	328037	326643	328053
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos275088_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/130975/0_9890	269251	276197	275088	277341
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos265966_270306_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/132013/0_4479	269251	276197	265966	270306
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos265966_270306_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/132013/0_4479	267497	269253	265966	270306
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos265966_270306_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/132013/0_4479	326715	328037	325988	327770
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264307_271423_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/142486/0_7704	269251	276197	264307	271423
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264307_271423_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/142486/0_7704	267497	269253	264307	271423
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264307_271423_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/142486/0_7704	326715	328037	326581	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos269039_275518_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/145214/3336_12181	269251	276197	269039	275518
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos269039_275518_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/145214/3336_12181	267497	269253	269039	275518
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos269039_275518_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/145214/3336_12181	326715	328037	326577	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos271285_275265_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/150845/0_5477	269251	276197	271285	275265
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos271054_276002_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/1971/0_5146	269251	276197	271054	276002
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos268631_274013_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/31464/0_5509	269251	276197	268631	274013
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos268631_274013_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/31464/0_5509	267497	269253	268631	274013
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos268631_274013_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/31464/0_5509	326715	328037	326103	328053
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267743_275277_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/35287/0_7904	269251	276197	267743	275277
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267743_275277_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/35287/0_7904	267497	269253	267743	275277
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267743_275277_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/35287/0_7904	326715	328037	325982	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos268525_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/50381/0_12035	269251	276197	268525	277341
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos268525_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/50381/0_12035	267497	269253	268525	277341
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos268525_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/50381/0_12035	326715	328037	325997	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos265382_267776_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/59063/0_3068	267497	269253	265382	267776
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos275684_277341_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/6632/0_11358	269251	276197	275684	277341
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos263564_268528_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91791/0_5288	267497	269253	263564	268528
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos270444_273723_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/101474/2263_15665	269251	276197	270444	273723
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos270444_273723_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/101474/2263_15665	269251	276197	269932	270261
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos270444_273723_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/101474/2263_15665	326715	328037	327395	327724
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos266152_272467_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/102560/0_6770	269251	276197	266152	272467
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos266152_272467_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/102560/0_6770	267497	269253	266152	272467
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos266152_272467_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/102560/0_6770	326715	328037	325998	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos266630_269194_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/122147/840_3864	267497	269253	266630	269194
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos272180_273815_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/17034/2596_6908	269251	276197	272180	273815
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos185820_187544_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/17548/7445_14512	267497	269253	267698	268348
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos274128_277341_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/28734/0_6517	269251	276197	274128	277341
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos263729_268508_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37307/0_10291	267497	269253	263729	268508
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267878_272695_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/38444/1558_6531	269251	276197	267878	272695
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267878_272695_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/38444/1558_6531	267497	269253	267878	272695
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267878_272695_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/38444/1558_6531	326715	328037	326096	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos270232_276384_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/50795/1770_9434	269251	276197	270232	276384
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos272764_274838_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/56581/0_3762	269251	276197	272764	274838
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos272764_274838_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/56581/0_3762	269251	276197	274964	276554
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos272967_275131_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/59633/13150_19587	269251	276197	272967	275131
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267185_273729_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/61417/0_7413	269251	276197	267185	273729
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267185_273729_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/61417/0_7413	269251	276197	273981	274403
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267185_273729_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/61417/0_7413	267497	269253	267185	273729
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos267185_273729_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/61417/0_7413	326715	328037	325959	328037
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos272837_276966_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/8655/0_4308	269251	276197	272837	276966
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264061_270144_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/87583/0_6433	269251	276197	264061	270144
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos264061_270144_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/87583/0_6433	267497	269253	264061	270144
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos274427_274897_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/98810/406_5933	269251	276197	274427	274897
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos271485_277106_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/20022/0_7043	269251	276197	271485	277106
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos273635_277336_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/37314/0_10503	269251	276197	273635	277336
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos145896_154226_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/45750/0_8513	326715	328037	327907	328726
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos244315_245674_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/47378/0_5428	269251	276197	275198	275894
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos273166_277339_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/64638/5686_15959	269251	276197	273166	277339
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos273133_273392_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/74195/0_3569	269251	276197	273133	273392
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos269908_274099_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/9066/0_4446	269251	276197	269908	274099
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos275648_277339_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/9492/0_3612	269251	276197	275648	277339
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos36444_37629_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/115567/3158_14859	37922	40148	37733	38804
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos92877_87242_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123045/0_8180	40248	41792	40403	40577
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748	37922	40148	37733	40148
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748	40248	41792	40248	42023
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos93253_80231_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/136331/0_12753	40248	41792	40404	40583
