read1_id	read2_id	read1_start	read1_end	read2_start	read2_end
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos273166_277339_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/64638/5686_15959	269251	276197	273166	277339
pos269251_276197_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104281/0_8779	pos275648_277339_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/9492/0_3612	269251	276197	275648	277339
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos37733_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/127717/0_5748	40248	41792	40248	42023
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40946_44661_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/22887/0_3777	40248	41792	40946	44661
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_43181_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/66628/0_6713	40248	41792	40248	43181
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40403_46256_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/71023/389_9279	40248	41792	40403	46256
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_43976_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/29707/2599_7619	37922	40148	38988	40148
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_43976_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/29707/2599_7619	40248	41792	40248	43976
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_47119_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/3534/0_8715	37922	40148	38810	40148
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_47119_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/3534/0_8715	40248	41792	40248	47119
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_44152_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/11100/0_4024	40248	41792	40248	44152
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos31517_35921_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18826/207_13063	40248	41792	40263	44322
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_48992_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/20115/0_11611	40248	41792	40248	48992
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos37733_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/27080/0_12255	40248	41792	40248	42668
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_53329_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/57963/1816_16296	37922	40148	38985	40148
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40248_53329_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/57963/1816_16296	40248	41792	40248	53329
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40250_47490_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/65216/268_9629	37922	40148	37931	40148
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos40250_47490_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/65216/268_9629	40248	41792	40250	47490
pos37925_40148_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/104575/9348_13269	pos37740_40148_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67494/393_7193	40248	41792	40248	41892
pos231178_233868_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/105690/0_3046	pos236846_239192_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/74763/0_7476	231178	233868	232786	235231
pos231178_233868_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/105690/0_3046	pos232214_236857_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/109513/0_8887	231178	233868	232214	236857
pos231178_233868_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/105690/0_3046	pos233208_236854_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/30148/0_9156	231178	233868	233208	236854
pos231178_233868_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/105690/0_3046	pos236838_241072_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/52011/0_12406	231178	233868	232906	234712
pos231178_233868_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/105690/0_3046	pos232564_236009_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/53204/0_9684	231178	233868	232564	236009
pos231178_233868_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/105690/0_3046	pos225671_230633_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/8275/0_8795	231178	233868	232098	234095
pos15722_20125_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106906/198_5040	pos18720_22574_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/15705/0_3937	15722	20125	18720	22574
pos15722_20125_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106906/198_5040	pos17345_24465_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/17438/1367_14510	15722	20125	17345	24465
pos15722_20125_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106906/198_5040	pos17235_23221_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/57757/0_6053	15722	20125	17229	23221
pos15722_20125_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106906/198_5040	pos19435_24279_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/7658/0_7995	15722	20125	19435	24279
pos15722_20125_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106906/198_5040	pos19170_24363_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/109090/0_5296	15722	20125	19170	24363
pos15722_20125_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106906/198_5040	pos19552_23013_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/131796/5178_10559	15722	20125	19552	23013
pos256365_265186_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106924/0_12866	pos264452_270773_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/123756/0_6307	256365	265186	264452	270773
pos256365_265186_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106924/0_12866	pos264307_271423_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/142486/0_7704	256365	265186	264307	271423
pos256365_265186_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106924/0_12866	pos263564_268528_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/91791/0_5288	256365	265186	263564	268528
pos256365_265186_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106924/0_12866	pos263729_268508_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/37307/0_10291	256365	265186	263729	268508
pos256365_265186_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/106924/0_12866	pos264061_270144_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/87583/0_6433	256365	265186	264061	270144
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos236837_243644_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/118019/0_13628	245793	247908	245815	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos236837_243644_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/118019/0_13628	243973	245563	243973	245563
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos236837_243644_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/118019/0_13628	245793	246882	245815	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247728_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/6762/0_9693	245793	246882	245793	247728
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/10651/0_9975	243973	245563	243973	245692
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/10651/0_9975	243973	245563	244354	245570
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/10651/0_9975	245793	246882	245793	247904
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos241974_243644_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/135256/1034_6127	245793	246882	245793	247656
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467	245793	247908	246267	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467	245793	247908	246843	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467	243973	245563	243973	245674
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467	243973	245563	243973	245570
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155182/690_11467	245793	246882	246267	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4157/0_6064	245793	247908	245793	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4157/0_6064	243973	245563	243973	245563
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4157/0_6064	245793	246882	245793	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/4157/0_6064	245793	246882	245802	247192
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos241218_243644_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/57530/0_6286	245793	246882	245825	247693
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos243973_245570_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/62143/0_5639	243973	245563	243973	245570
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos246027_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/71059/0_14450	245793	247908	246027	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos246027_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/71059/0_14450	243973	245563	243973	245693
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos246027_247908_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/71059/0_14450	245793	246882	246027	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos240570_243632_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/71779/0_7860	245793	247908	245794	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos240570_243632_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/71779/0_7860	245793	246882	245794	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos240313_243644_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/12637/0_12223	245793	247908	245793	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos240313_243644_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/12637/0_12223	245793	246882	245793	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos240313_243644_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/12637/0_12223	245793	246882	245793	247905
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos243973_245672_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/12787/0_6273	245793	247908	246662	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos243973_245672_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/12787/0_6273	243973	245563	243973	245672
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos243976_245691_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/22261/2653_5790	243973	245563	243973	245691
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/4166/0_8285	245793	247908	246946	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos250153_253046_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/4166/0_8285	243973	245563	243973	245693
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos244315_245674_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/47378/0_5428	243973	245563	244315	245674
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos246128_247908_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/50715/0_3093	245793	247908	246128	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos246128_247908_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/50715/0_3093	243973	245563	243973	245638
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos246128_247908_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/50715/0_3093	245793	246882	246128	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67728/0_3512	245793	247908	245793	247908
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67728/0_3512	243973	245563	243979	245570
pos245793_247908_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/108402/0_5172	pos245793_247908_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/67728/0_3512	245793	246882	245793	247908
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos94573_97639_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124103/0_6141	93863	95366	94573	97639
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos97816_104404_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/25212/0_8660	95403	101166	97816	104404
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos94326_99859_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/158301/0_5880	93863	95366	94326	99859
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos99918_103871_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/42931/7118_12099	95403	101166	99918	103871
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos98857_101947_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/5616/7371_10752	95403	101166	98857	101947
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos100556_104404_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/13285/662_10121	95403	101166	100556	104404
pos95403_101166_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110596/403_8928	pos94091_101598_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/40191/13167_21231	93863	95366	94091	101598
pos27742_32040_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110642/781_7998	pos31370_33864_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/45281/2998_6718	27733	32040	31367	33864
pos27742_32040_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110642/781_7998	pos30773_33833_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/155358/4219_7488	27733	32040	30773	33833
pos27742_32040_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110642/781_7998	pos31024_33111_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/57015/1829_5817	27733	32040	31024	33111
pos27742_32040_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110642/781_7998	pos27789_33668_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/94288/0_6101	27733	32040	27789	33668
pos27742_32040_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110642/781_7998	pos31517_35921_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/18826/207_13063	27733	32040	31517	35921
pos27742_32040_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110642/781_7998	pos86155_98011_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/48400/0_16059	27733	32040	31113	35116
pos127872_131557_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110721/3696_7791	pos133057_135284_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/124125/1117_7065	127872	131557	129301	132317
pos127872_131557_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110721/3696_7791	pos133057_135623_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/149294/412_6772	127872	131557	129991	131590
pos127872_131557_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110721/3696_7791	pos128626_132312_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/72621/5148_17048	127872	131557	128626	132312
pos43338_40249_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110905/0_12659	pos19435_24279_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/7658/0_7995	24568	25136	24633	25136
pos43338_40249_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/110905/0_12659	pos59248_55742_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/33031/0_9402	24568	25136	24583	25136
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos135928_140158_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/29459/0_4641	133689	137778	135928	140158
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos134539_140158_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/82931/851_13193	133689	137778	134539	140158
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos137565_139391_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/110709/0_5819	140511	141919	140745	142459
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos137109_140134_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/43957/0_4750	133689	137778	137109	140134
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos134982_138118_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/57791/0_5714	133689	137778	134982	138118
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos135907_140158_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/59556/0_5921	133689	137778	135907	140158
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos133971_139951_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/10325/3574_9719	133689	137778	133971	139951
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos136142_140158_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/55621/0_6447	133689	137778	136142	140158
pos133694_137778_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111646/6403_16477	pos133969_138824_m131001_034946_42158_c100519712550000001823080809271442_s1_p0/64743/7266_12364	133689	137778	133969	138824
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos236837_243644_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/118019/0_13628	230301	236851	236307	236857
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos236837_243644_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/50837/2402_12559	230301	236851	235693	236857
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042	230301	236851	235971	236857
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos236843_240941_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/64849/1998_8042	236843	238077	236843	240941
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos236846_239192_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/74763/0_7476	230301	236851	235244	236857
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos236846_239192_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/74763/0_7476	236843	238077	236846	239192
pos230301_236851_m130930_231120_42158_c100519712550000001823080809271440_s1_p0/111783/0_8557	pos232214_236857_m131001_013033_42158_c100519712550000001823080809271441_s1_p0/109513/0_8887	230301	236851	232214	236857
